Date,Item_name,Sales,Price,coupon_num,coupon_rate,master_price,market_flag,sale_num,holiday,Closed_flag,CPI,precipitation,tempreture,Sales_lag_1,Sales_lag_7,tempreture_lag_1,precipitation_lag_1
2016/10/5,0,9405,165,0,0,168,TRUE,57,FALSE,FALSE,,0.5,24,504,8016,24.9,-100
2016/10/6,0,2490,166,0,0,168,FALSE,15,FALSE,FALSE,,0,26,9405,2324,24,0.5
2016/10/7,0,7056,168,0,0,168,FALSE,42,FALSE,FALSE,,-100,21.4,2490,6888,26,0
2016/10/8,0,11857,167,0,0,168,FALSE,71,FALSE,FALSE,,10,21.2,7056,8851,21.4,-100
2016/10/9,0,9744,168,0,0,168,FALSE,58,FALSE,FALSE,,32.5,22.3,11857,10920,21.2,10
2016/10/10,0,12358,167,0,0,168,FALSE,74,TRUE,FALSE,,0,18.4,9744,3674,22.3,32.5
2016/10/11,0,7181,167,0,0,168,FALSE,43,FALSE,FALSE,,-100,17.6,12358,504,18.4,0
2016/10/12,0,9780,163,3,0.05,168,FALSE,60,FALSE,FALSE,,-100,17.9,7181,9405,17.6,-100
2016/10/13,0,8568,168,0,0,168,FALSE,51,FALSE,FALSE,,0,16.5,9780,2490,17.9,-100
2016/10/14,0,10790,166,1,0.015384615,168,FALSE,65,FALSE,FALSE,,-100,15.6,8568,7056,16.5,0
2016/10/15,0,18312,168,0,0,168,TRUE,109,FALSE,FALSE,,-100,16.7,10790,11857,15.6,-100
2016/10/16,0,12191,167,0,0,168,FALSE,73,FALSE,FALSE,,0,17.4,18312,9744,16.7,-100
2016/10/17,0,7728,168,0,0,168,FALSE,46,FALSE,FALSE,,24,17.5,12191,12358,17.4,0
2016/10/18,0,8684,167,0,0,168,FALSE,52,FALSE,FALSE,,6,20.9,7728,7181,17.5,24
2016/10/19,0,10248,168,0,0,168,FALSE,61,FALSE,FALSE,,0,20.8,8684,9780,20.9,6
2016/10/20,0,23016,168,0,0,168,FALSE,137,FALSE,FALSE,,0,21.9,10248,8568,20.8,0
2016/10/21,0,14784,168,0,0,168,FALSE,88,FALSE,FALSE,,-100,18.2,23016,10790,21.9,0
2016/10/22,0,12859,167,0,0,168,FALSE,77,FALSE,FALSE,,0,16.7,14784,18312,18.2,-100
2016/10/23,0,14028,167,0,0,168,FALSE,84,FALSE,FALSE,,0,18.1,12859,12191,16.7,0
2016/10/24,0,11256,168,0,0,168,FALSE,67,FALSE,FALSE,,-100,14.9,14028,7728,18.1,0
2016/10/25,0,13360,167,0,0,168,TRUE,80,FALSE,FALSE,,1,14,11256,8684,14.9,-100
2016/10/26,0,14442,166,1,0.011494253,168,FALSE,87,FALSE,FALSE,,0,19.1,13360,10248,14,1
2016/10/27,0,11690,167,0,0,168,FALSE,70,FALSE,FALSE,,-100,19,14442,23016,19.1,0
2016/10/28,0,15030,167,0,0,168,FALSE,90,FALSE,FALSE,,18,12.2,11690,14784,19,-100
2016/10/29,0,14863,167,0,0,168,FALSE,89,FALSE,FALSE,,0,15.5,15030,12859,12.2,18
2016/10/30,0,14112,168,0,0,168,FALSE,84,FALSE,FALSE,,1,11.9,14863,14028,15.5,0
2016/10/31,0,9405,165,1,0.01754386,168,FALSE,57,FALSE,FALSE,,-100,14.3,14112,11256,11.9,1
2016/11/1,0,10354,167,0,0,168,FALSE,62,FALSE,FALSE,100.4,10,13.4,9405,13360,14.3,-100
2016/11/2,0,14112,168,0,0,168,FALSE,84,FALSE,FALSE,,1.5,10.9,10354,14442,13.4,10
2016/11/3,0,18537,167,1,0.009009009,168,FALSE,111,TRUE,FALSE,,3,12.9,14112,11690,10.9,1.5
2016/11/4,0,16600,166,2,0.02,168,FALSE,100,FALSE,FALSE,,-100,14,18537,15030,12.9,3
2016/11/5,0,19372,167,0,0,168,TRUE,116,FALSE,FALSE,,0,14.6,16600,14863,14,-100
2016/11/6,0,15106,166,1,0.010989011,168,FALSE,91,FALSE,FALSE,,-100,14.8,19372,14112,14.6,0
2016/11/7,0,10292,166,1,0.016129032,168,FALSE,62,FALSE,FALSE,,-100,11,15106,9405,14.8,-100
2016/11/8,0,11928,168,0,0,168,FALSE,71,FALSE,FALSE,,2,9.9,10292,10354,11,-100
2016/11/9,0,14448,168,0,0,168,FALSE,86,FALSE,FALSE,,5,10.4,11928,14112,9.9,2
2016/11/10,0,12358,167,0,0,168,FALSE,74,FALSE,FALSE,,0,9.6,14448,18537,10.4,5
2016/11/11,0,13272,168,0,0,168,FALSE,79,FALSE,FALSE,,49,9,12358,16600,9.6,0
2016/11/12,0,18704,167,1,0.008928571,168,FALSE,112,FALSE,FALSE,,-100,13.6,13272,19372,9,49
2016/11/13,0,17640,168,0,0,168,FALSE,105,FALSE,FALSE,,-100,13.6,18704,15106,13.6,-100
2016/11/14,0,14529,167,0,0,168,FALSE,87,FALSE,FALSE,,6,13.7,17640,10292,13.6,-100
2016/11/15,0,18984,168,0,0,168,TRUE,113,FALSE,FALSE,,0,15.3,14529,11928,13.7,6
2016/11/16,0,13944,166,1,0.011904762,168,FALSE,84,FALSE,FALSE,,-100,12.5,18984,14448,15.3,0
2016/11/17,0,14276,166,1,0.011627907,168,FALSE,86,FALSE,FALSE,,-100,12.6,13944,12358,12.5,-100
2016/11/18,0,15106,166,1,0.010989011,168,FALSE,91,FALSE,FALSE,,-100,11.3,14276,13272,12.6,-100
2016/11/19,0,19038,167,1,0.00877193,168,FALSE,114,FALSE,FALSE,,18,9.8,15106,18704,11.3,-100
2016/11/20,0,12432,168,0,0,168,FALSE,74,FALSE,FALSE,,-100,13.6,19038,17640,9.8,18
2016/11/21,0,14448,168,0,0,168,FALSE,86,FALSE,FALSE,,2.5,12.6,12432,14529,13.6,-100
2016/11/22,0,15792,168,0,0,168,FALSE,94,FALSE,FALSE,,2,14,14448,18984,12.6,2.5
2016/11/23,0,20664,168,0,0,168,FALSE,123,TRUE,FALSE,,0,11.4,15792,13944,14,2
2016/11/24,0,14448,168,0,0,168,FALSE,86,FALSE,FALSE,,23,2.8,20664,14276,11.4,0
2016/11/25,0,20875,167,0,0,168,TRUE,125,FALSE,FALSE,,-100,5.6,14448,15106,2.8,23
2016/11/26,0,14529,167,0,0,168,FALSE,87,FALSE,FALSE,,-100,8.3,20875,19038,5.6,-100
2016/11/27,0,16366,167,0,0,168,FALSE,98,FALSE,FALSE,,9.5,10.6,14529,12432,8.3,-100
2016/11/28,0,10688,167,0,0,168,FALSE,64,FALSE,FALSE,,7.5,11.1,16366,14448,10.6,9.5
2016/11/29,0,28224,168,0,0,168,FALSE,168,FALSE,FALSE,,-100,10.5,10688,15792,11.1,7.5
2016/11/30,0,13694,167,0,0,168,FALSE,82,FALSE,FALSE,,0,8.8,28224,20664,10.5,-100
2016/12/1,0,15120,168,0,0,168,FALSE,90,FALSE,FALSE,100.1,10.5,10,13694,14448,8.8,0
2016/12/2,0,17976,168,0,0,168,FALSE,107,FALSE,FALSE,,-100,11.5,15120,20875,10,10.5
2016/12/3,0,16199,167,0,0,168,FALSE,97,FALSE,FALSE,,-100,10.8,17976,14529,11.5,-100
2016/12/4,0,14685,165,2,0.02247191,168,FALSE,89,FALSE,FALSE,,2.5,11.6,16199,16366,10.8,-100
2016/12/5,0,14529,167,0,0,168,TRUE,87,FALSE,FALSE,,1.5,12.7,14685,10688,11.6,2.5
2016/12/6,0,13527,167,0,0,168,FALSE,81,FALSE,FALSE,,-100,10.8,14529,28224,12.7,1.5
2016/12/7,0,14608,166,1,0.011363636,168,FALSE,88,FALSE,FALSE,,-100,7.5,13527,13694,10.8,-100
2016/12/8,0,13440,168,0,0,168,FALSE,80,FALSE,FALSE,,-100,8.6,14608,15120,7.5,-100
2016/12/9,0,15698,167,0,0,168,FALSE,94,FALSE,FALSE,,-100,11.1,13440,17976,8.6,-100
2016/12/10,0,12692,167,0,0,168,FALSE,76,FALSE,FALSE,,-100,8.5,15698,16199,11.1,-100
2016/12/11,0,15456,168,0,0,168,FALSE,92,FALSE,FALSE,,-100,6.8,12692,14685,8.5,-100
2016/12/12,0,10584,168,0,0,168,FALSE,63,FALSE,FALSE,,-100,7,15456,14529,6.8,-100
2016/12/13,0,11189,167,0,0,168,FALSE,67,FALSE,FALSE,,3,9.4,10584,13527,7,-100
2016/12/14,0,12525,167,0,0,168,FALSE,75,FALSE,FALSE,,37,8.1,11189,14608,9.4,3
2016/12/15,0,15120,168,0,0,168,TRUE,90,FALSE,FALSE,,-100,6.2,12525,13440,8.1,37
2016/12/16,0,13776,168,0,0,168,FALSE,82,FALSE,FALSE,,-100,4.8,15120,15698,6.2,-100
2016/12/17,0,15624,168,0,0,168,FALSE,93,FALSE,FALSE,,-100,6.7,13776,12692,4.8,-100
2016/12/18,0,13861,167,0,0,168,FALSE,83,FALSE,FALSE,,-100,8.2,15624,15456,6.7,-100
2016/12/19,0,10354,167,0,0,168,FALSE,62,FALSE,FALSE,,-100,10,13861,10584,8.2,-100
2016/12/20,0,11022,167,0,0,168,FALSE,66,FALSE,FALSE,,-100,9.6,10354,11189,10,-100
2016/12/21,0,11424,168,0,0,168,FALSE,68,FALSE,FALSE,,-100,10.5,11022,12525,9.6,-100
2016/12/22,0,12450,166,1,0.013333333,168,FALSE,75,FALSE,FALSE,,10.5,14.6,11424,15120,10.5,-100
2016/12/23,0,20374,167,1,0.008196721,168,FALSE,122,TRUE,FALSE,,7.5,14,12450,13776,14.6,10.5
2016/12/24,0,15252,164,3,0.032258065,168,FALSE,93,FALSE,FALSE,,-100,8.6,20374,15624,14,7.5
2016/12/25,0,17368,167,0,0,168,TRUE,104,FALSE,FALSE,,-100,6.6,15252,13861,8.6,-100
2016/12/26,0,10126,166,1,0.016393443,168,FALSE,61,FALSE,FALSE,,0,6.9,17368,10354,6.6,-100
2016/12/27,0,10790,166,1,0.015384615,168,FALSE,65,FALSE,FALSE,,11.5,11.1,10126,11022,6.9,0
2016/12/28,0,14112,168,0,0,168,FALSE,84,FALSE,FALSE,,-100,6,10790,11424,11.1,11.5
2016/12/29,0,10187,167,0,0,168,FALSE,61,FALSE,FALSE,,-100,4.3,14112,12450,6,-100
2016/12/30,0,12600,168,0,0,168,FALSE,75,FALSE,FALSE,,-100,6,10187,20374,4.3,-100
2016/12/31,0,12358,167,0,0,168,FALSE,74,FALSE,FALSE,,-100,6.3,12600,15252,6,-100
2017/1/1,0,0,0,0,0,168,FALSE,0,TRUE,TRUE,100,-100,7.4,12358,17368,6.3,-100
2017/1/2,0,16600,166,2,0.02,168,FALSE,100,TRUE,FALSE,,-100,7.2,0,10126,7.4,-100
2017/1/3,0,11715,165,2,0.028169014,168,FALSE,71,FALSE,FALSE,,-100,8,16600,10790,7.2,-100
2017/1/4,0,11055,165,2,0.029850746,168,FALSE,67,FALSE,FALSE,,-100,8.5,11715,14112,8,-100
2017/1/5,0,15624,168,0,0,168,TRUE,93,FALSE,FALSE,,-100,6.7,11055,10187,8.5,-100
2017/1/6,0,15456,168,0,0,168,FALSE,92,FALSE,FALSE,,-100,4.5,15624,12600,6.7,-100
2017/1/7,0,16032,167,0,0,168,FALSE,96,FALSE,FALSE,,-100,4.1,15456,12358,4.5,-100
2017/1/8,0,13608,168,0,0,168,FALSE,81,FALSE,FALSE,,20.5,3.9,16032,0,4.1,-100
2017/1/9,0,19372,167,1,0.00862069,168,FALSE,116,TRUE,FALSE,,5.5,7.2,13608,16600,3.9,20.5
2017/1/10,0,9628,166,1,0.017241379,168,FALSE,58,FALSE,FALSE,,-100,8.1,19372,11715,7.2,5.5
2017/1/11,0,13776,168,0,0,168,FALSE,82,FALSE,FALSE,,-100,6.9,9628,11055,8.1,-100
2017/1/12,0,12358,167,0,0,168,FALSE,74,FALSE,FALSE,,-100,6,13776,15624,6.9,-100
2017/1/13,0,16800,168,0,0,168,FALSE,100,FALSE,FALSE,,0,6.2,12358,15456,6,-100
2017/1/14,0,14774,166,1,0.011235955,168,FALSE,89,FALSE,FALSE,,0,2.4,16800,16032,6.2,0
2017/1/15,0,20040,167,0,0,168,TRUE,120,FALSE,FALSE,,-100,0.7,14774,13608,2.4,0
2017/1/16,0,9408,168,0,0,168,FALSE,56,FALSE,FALSE,,-100,3.2,20040,19372,0.7,-100
2017/1/17,0,13608,168,0,0,168,FALSE,81,FALSE,FALSE,,-100,5.4,9408,9628,3.2,-100
2017/1/18,0,15531,167,0,0,168,FALSE,93,FALSE,FALSE,,-100,5.8,13608,13776,5.4,-100
2017/1/19,0,14863,167,0,0,168,FALSE,89,FALSE,FALSE,,-100,6.4,15531,12358,5.8,-100
2017/1/20,0,14616,168,0,0,168,FALSE,87,FALSE,FALSE,,0,3,14863,16800,6.4,-100
2017/1/21,0,14195,167,0,0,168,FALSE,85,FALSE,FALSE,,-100,5.9,14616,14774,3,0
2017/1/22,0,15698,167,0,0,168,FALSE,94,FALSE,FALSE,,-100,6,14195,20040,5.9,-100
2017/1/23,0,11523,167,0,0,168,FALSE,69,FALSE,FALSE,,-100,4,15698,9408,6,-100
2017/1/24,0,16366,167,0,0,168,FALSE,98,FALSE,FALSE,,-100,2.5,11523,13608,4,-100
2017/1/25,0,18816,168,0,0,168,TRUE,112,FALSE,FALSE,,-100,3.9,16366,15531,2.5,-100
2017/1/26,0,12525,167,0,0,168,FALSE,75,FALSE,FALSE,,0,4.6,18816,14863,3.9,-100
2017/1/27,0,11857,167,0,0,168,FALSE,71,FALSE,FALSE,,-100,8.8,12525,14616,4.6,0
2017/1/28,0,16968,168,0,0,168,FALSE,101,FALSE,FALSE,,-100,8.4,11857,14195,8.8,-100
2017/1/29,0,14952,168,0,0,168,FALSE,89,FALSE,FALSE,,-100,8,16968,15698,8.4,-100
2017/1/30,0,11760,168,0,0,168,FALSE,70,FALSE,FALSE,,0,11.2,14952,11523,8,-100
2017/1/31,0,12600,168,0,0,168,FALSE,75,FALSE,FALSE,,-100,5.9,11760,16366,11.2,0
2017/2/1,0,15531,167,0,0,168,FALSE,93,FALSE,FALSE,99.8,-100,6,12600,18816,5.9,-100
2017/2/2,0,13365,165,2,0.024691358,168,FALSE,81,FALSE,FALSE,,-100,4.5,15531,12525,6,-100
2017/2/3,0,15770,166,1,0.010526316,168,FALSE,95,FALSE,FALSE,,-100,7.4,13365,11857,4.5,-100
2017/2/4,0,17304,168,0,0,168,FALSE,103,FALSE,FALSE,,-100,8.2,15770,16968,7.4,-100
2017/2/5,0,23046,167,0,0,168,TRUE,138,FALSE,FALSE,,0,7.2,17304,14952,8.2,-100
2017/2/6,0,13527,167,0,0,168,FALSE,81,FALSE,FALSE,,0,8.7,23046,11760,7.2,0
2017/2/7,0,27722,166,3,0.017964072,168,FALSE,167,FALSE,FALSE,,-100,5.6,13527,12600,8.7,0
2017/2/8,0,15030,167,0,0,168,FALSE,90,FALSE,FALSE,,-100,6.3,27722,15531,5.6,-100
2017/2/9,0,14529,167,0,0,168,FALSE,87,FALSE,FALSE,,8,2.4,15030,13365,6.3,-100
2017/2/10,0,15698,167,0,0,168,FALSE,94,FALSE,FALSE,,0.5,4.3,14529,15770,2.4,8
2017/2/11,0,21672,168,0,0,168,FALSE,129,TRUE,FALSE,,-100,4.1,15698,17304,4.3,0.5
2017/2/12,0,13360,167,0,0,168,FALSE,80,FALSE,FALSE,,-100,5,21672,23046,4.1,-100
2017/2/13,0,13608,168,0,0,168,FALSE,81,FALSE,FALSE,,-100,6.3,13360,13527,5,-100
2017/2/14,0,15197,167,0,0,168,FALSE,91,FALSE,FALSE,,-100,6.1,13608,27722,6.3,-100
2017/2/15,0,24024,168,0,0,168,TRUE,143,FALSE,FALSE,,-100,6.5,15197,15030,6.1,-100
2017/2/16,0,13104,168,0,0,168,FALSE,78,FALSE,FALSE,,-100,7.3,24024,14529,6.5,-100
2017/2/17,0,13114,166,1,0.012658228,168,FALSE,79,FALSE,FALSE,,-100,13.2,13104,15698,7.3,-100
2017/2/18,0,17264,166,2,0.019230769,168,FALSE,104,FALSE,FALSE,,0,8.1,13114,21672,13.2,-100
2017/2/19,0,16366,167,0,0,168,FALSE,98,FALSE,FALSE,,0,6.2,17264,13360,8.1,0
2017/2/20,0,12045,165,2,0.02739726,168,FALSE,73,FALSE,FALSE,,6.5,9.9,16366,13608,6.2,0
2017/2/21,0,14280,168,0,0,168,FALSE,85,FALSE,FALSE,,-100,6.1,12045,15197,9.9,6.5
2017/2/22,0,16366,167,0,0,168,FALSE,98,FALSE,FALSE,,-100,7,14280,24024,6.1,-100
2017/2/23,0,11356,167,0,0,168,FALSE,68,FALSE,FALSE,,0.5,12.4,16366,13104,7,-100
2017/2/24,0,13776,168,0,0,168,FALSE,82,FALSE,FALSE,,0,7.4,11356,13114,12.4,0.5
2017/2/25,0,36573,167,0,0,168,TRUE,219,FALSE,FALSE,,-100,7.5,13776,17264,7.4,0
2017/2/26,0,14952,168,0,0,168,FALSE,89,FALSE,FALSE,,-100,8.6,36573,16366,7.5,-100
2017/2/27,0,9794,166,1,0.016949153,168,FALSE,59,FALSE,FALSE,,-100,6.2,14952,12045,8.6,-100
2017/2/28,0,13446,166,1,0.012345679,168,FALSE,81,FALSE,FALSE,,-100,5.5,9794,14280,6.2,-100
2017/3/1,0,12768,168,0,0,168,FALSE,76,FALSE,FALSE,99.9,4.5,6.4,13446,16366,5.5,-100
2017/3/2,0,14529,167,0,0,168,FALSE,87,FALSE,FALSE,,9.5,6.8,12768,11356,6.4,4.5
2017/3/3,0,17368,167,1,0.009615385,168,FALSE,104,FALSE,FALSE,,-100,8.7,14529,13776,6.8,9.5
2017/3/4,0,17655,165,3,0.028037383,168,FALSE,107,FALSE,FALSE,,-100,8.7,17368,36573,8.7,-100
2017/3/5,0,23184,168,0,0,168,TRUE,138,FALSE,FALSE,,-100,10.4,17655,14952,8.7,-100
2017/3/6,0,14784,168,0,0,168,FALSE,88,FALSE,FALSE,,1,9.3,23184,9794,10.4,-100
2017/3/7,0,15531,167,0,0,168,FALSE,93,FALSE,FALSE,,0.5,6.6,14784,13446,9.3,1
2017/3/8,0,19090,166,2,0.017391304,168,FALSE,115,FALSE,FALSE,,-100,5.5,15531,12768,6.6,0.5
2017/3/9,0,14863,167,0,0,168,FALSE,89,FALSE,FALSE,,-100,7.5,19090,14529,5.5,-100
2017/3/10,0,18816,168,0,0,168,FALSE,112,FALSE,FALSE,,-100,8.6,14863,17368,7.5,-100
2017/3/11,0,21336,168,0,0,168,FALSE,127,FALSE,FALSE,,-100,7.9,18816,17655,8.6,-100
2017/3/12,0,21082,166,2,0.015748031,168,FALSE,127,FALSE,FALSE,,0,7.6,21336,23184,7.9,-100
2017/3/13,0,16032,167,0,0,168,FALSE,96,FALSE,FALSE,,0.5,8.8,21082,14784,7.6,0
2017/3/14,0,18480,165,3,0.026785714,168,FALSE,112,FALSE,FALSE,,2.5,8.1,16032,15531,8.8,0.5
2017/3/15,0,23074,166,0,0,168,TRUE,139,FALSE,FALSE,,1,5.4,18480,19090,8.1,2.5
2017/3/16,0,16626,163,5,0.049019608,168,FALSE,102,FALSE,FALSE,,0,8.2,23074,14863,5.4,1
2017/3/17,0,20374,167,1,0.008196721,168,FALSE,122,FALSE,FALSE,,0,9.5,16626,18816,8.2,0
2017/3/18,0,21580,166,2,0.015384615,168,FALSE,130,FALSE,FALSE,,-100,10.3,20374,21336,9.5,0
2017/3/19,0,24402,166,2,0.013605442,168,FALSE,147,FALSE,FALSE,,-100,12.2,21580,21082,10.3,-100
2017/3/20,0,25050,167,1,0.006666667,168,FALSE,150,TRUE,FALSE,,-100,12.6,24402,16032,12.2,-100
2017/3/21,0,16032,167,0,0,168,FALSE,96,FALSE,FALSE,,25.5,9.1,25050,18480,12.6,-100
2017/3/22,0,19470,165,3,0.025423729,168,FALSE,118,FALSE,FALSE,,-100,9.8,16032,23074,9.1,25.5
2017/3/23,0,18480,168,0,0,168,FALSE,110,FALSE,FALSE,,0,9.7,19470,16626,9.8,-100
2017/3/24,0,20460,165,3,0.024193548,168,FALSE,124,FALSE,FALSE,,-100,8.5,18480,20374,9.7,0
2017/3/25,0,25564,166,0,0,168,TRUE,154,FALSE,FALSE,,-100,7.8,20460,21580,8.5,-100
